"Datetime","trdSym","ltp","vol","chg","chgP","opInt","opIntChg","askivfut","askivspt","bidivfut","bidivspt","ltpivfut","ltpivspt","Expiry"
"12-05-2020 02:51","NIFTY14MAY209150CE","145.55","7021800","-17.55","-10.76","1.69","1.59","42.65","43.74","42.33","43.42","42.33","43.42","14 May 2020"
"12-05-2020 02:51","NIFTY14MAY209200CE","119.50","34308975","-14.00","-10.49","13.85","7.99","42.53","43.48","42.37","43.31","42.49","43.44","14 May 2020"
"12-05-2020 02:51","NIFTY14MAY209250CE","96.25","7484400","-11.40","-10.59","2.67","1.42","42.85","43.67","42.63","43.45","42.83","43.66","14 May 2020"
"12-05-2020 02:51","NIFTY14MAY209300CE","77.45","28730250","-8.65","-10.05","12.91","2.03","43.20","43.93","43.05","43.78","43.20","43.93","14 May 2020"
"12-05-2020 02:51","NIFTY14MAY209350CE","61.40","4894875","-7.55","-10.95","3.24","0.94","43.60","44.25","43.43","44.09","43.35","44.00","14 May 2020"
"12-05-2020 02:51","NIFTY14MAY209400CE","48.20","22453950","-5.40","-10.07","13.21","-1.26","44.04","44.63","43.93","44.52","43.91","44.50","14 May 2020"
"12-05-2020 02:51","NIFTY14MAY209450CE","37.60","3718800","-3.65","-8.85","2.16","0.40","44.54","45.08","44.42","44.96","44.49","45.03","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209000CE","262.40","7406250","-3.90","-1.46","2.49","1.63","44.06","47.31","43.21","46.51","44.03","47.28","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209050CE","223.70","2218950","0.50","0.22","0.66","0.62","43.10","45.98","42.18","45.10","43.14","46.02","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209100CE","189.20","27591450","-2.90","-1.51","6.19","5.06","42.91","45.24","42.85","45.18","43.09","45.42","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209150CE","157.00","7054500","-6.10","-3.74","1.70","1.59","43.22","45.21","42.89","44.88","43.31","45.30","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209200CE","129.45","34531200","-4.05","-3.03","14.21","8.34","43.07","44.79","42.87","44.59","42.81","44.53","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209250CE","105.80","7556400","-1.85","-1.72","2.70","1.45","43.21","44.72","42.96","44.46","43.21","44.72","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209300CE","85.05","28888650","-1.05","-1.22","13.01","2.13","43.47","44.80","43.34","44.67","43.38","44.71","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209350CE","68.00","4919775","-0.95","-1.38","3.26","0.96","43.43","44.77","43.23","44.57","43.37","44.71","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209400CE","53.30","22579425","-0.30","-0.56","13.35","-1.12","44.24","45.31","44.11","45.18","44.24","45.31","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209450CE","42.00","3734775","0.75","1.82","2.15","0.39","44.23","45.33","44.11","45.21","44.02","45.11","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209500CE","32.40","22586025","0.40","1.25","21.71","2.27","45.15","46.05","45.07","45.97","45.18","46.07","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209000CE","260.10","7411950","-6.20","-2.33","2.49","1.63","43.74","47.88","43.16","47.35","43.29","47.46","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209050CE","222.40","2219625","-0.80","-0.36","0.66","0.62","43.17","46.68","42.55","46.08","42.32","45.87","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209100CE","188.40","27609300","-3.70","-1.93","6.19","5.06","43.22","46.18","42.97","45.95","43.05","46.03","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209150CE","157.60","7060800","-5.50","-3.37","1.70","1.59","43.24","45.78","43.01","45.55","42.67","45.22","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209200CE","129.40","34591425","-4.10","-3.07","14.21","8.34","43.22","45.42","43.04","45.24","43.07","45.28","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209250CE","105.40","7579500","-2.25","-2.09","2.70","1.45","43.54","45.48","43.36","45.29","43.32","45.25","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209300CE","85.40","28998375","-0.70","-0.81","13.01","2.13","43.91","45.62","43.81","45.52","43.79","45.50","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209350CE","68.40","4936800","-0.55","-0.80","3.26","0.96","44.01","45.54","43.81","45.34","44.07","45.60","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209400CE","54.40","22679025","0.80","1.49","13.35","-1.12","44.67","46.05","44.56","45.94","44.56","45.94","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209450CE","42.25","3754725","1.00","2.42","2.15","0.39","44.91","46.17","44.77","46.02","44.81","46.07","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209500CE","33.10","22690650","1.10","3.44","21.71","2.27","45.55","46.71","45.49","46.65","45.39","46.55","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY208950CE","299.75","67650","-9.40","-3.04","0.06","0.05","44.08","48.41","42.56","47.04","43.66","48.02","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209000CE","258.30","7413450","-8.00","-3.00","2.49","1.63","43.71","47.33","43.04","46.70","42.65","46.33","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209050CE","219.70","2220150","-3.50","-1.57","0.66","0.62","43.30","46.35","42.82","45.89","42.97","46.04","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209100CE","187.30","27622500","-4.80","-2.50","6.19","5.06","43.08","45.67","42.77","45.37","42.88","45.47","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209150CE","155.55","7067475","-7.55","-4.63","1.70","1.59","43.16","45.38","42.85","45.08","42.66","44.89","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209200CE","128.30","34651575","-5.20","-3.90","14.21","8.34","43.06","44.98","42.87","44.80","43.00","44.93","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209250CE","103.90","7599150","-3.75","-3.48","2.70","1.45","42.95","44.70","42.73","44.48","42.76","44.51","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209300CE","84.50","29057400","-1.60","-1.86","13.01","2.13","43.42","44.97","43.27","44.82","43.56","45.11","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209350CE","67.15","4942800","-1.80","-2.61","3.26","0.96","44.11","45.45","43.93","45.26","44.07","45.41","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209400CE","53.30","22727550","-0.30","-0.56","13.35","-1.12","44.55","45.76","44.44","45.65","44.40","45.61","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209450CE","41.80","3759375","0.55","1.33","2.15","0.39","44.98","46.08","44.86","45.96","44.95","46.06","14 May 2020"
