"Datetime","trdSym","ltp","vol","chg","chgP","opInt","opIntChg","askivfut","askivspt","bidivfut","bidivspt","ltpivfut","ltpivspt","Expiry"
"12-05-2020 02:52","NIFTY14MAY209050PE","51.75","6027450","-7.35","-12.44","2.35","1.39","44.43","43.40","44.27","43.25","44.27","43.25","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209100PE","67.35","32348700","-7.70","-10.26","12.43","6.63","44.12","42.98","43.98","42.84","44.06","42.92","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209150PE","85.75","4079475","-7.50","-8.04","2.02","0.89","44.06","42.77","43.87","42.58","44.06","42.77","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209200PE","107.55","13408650","-7.60","-6.60","10.80","0.53","43.94","42.48","43.77","42.32","43.94","42.48","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209250PE","133.55","669075","-6.25","-4.47","0.71","-0.54","44.58","42.84","44.32","42.58","43.95","42.21","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209300PE","162.20","4123350","-5.90","-3.51","5.48","-1.60","44.60","42.69","44.26","42.34","44.66","42.75","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209350PE","194.00","100275","-6.45","-3.22","0.52","-0.13","44.76","42.53","44.15","41.90","44.27","42.02","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209400PE","229.10","1134600","-5.55","-2.37","2.09","-0.95","45.43","42.82","44.92","42.29","44.54","41.89","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209450PE","269.45","28275","-4.25","-1.55","0.15","-0.05","46.06","42.56","44.75","41.15","46.38","42.91","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209500PE","310.75","509400","-3.00","-0.96","3.50","-0.22","47.60","43.99","46.44","42.72","46.39","42.66","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209000PE","40.30","42495825","-6.70","-14.26","20.59","5.33","44.95","43.73","44.85","43.64","44.87","43.66","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209050PE","52.70","6032400","-6.40","-10.83","2.35","1.39","44.74","43.40","44.63","43.29","44.67","43.33","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209100PE","68.65","32397450","-6.40","-8.53","12.43","6.63","44.55","43.06","44.43","42.94","44.45","42.96","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209150PE","87.20","4089375","-6.05","-6.49","2.02","0.89","44.49","42.82","44.36","42.69","44.70","43.03","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209200PE","109.10","13461000","-6.05","-5.25","10.80","0.53","44.36","42.47","44.22","42.33","44.31","42.42","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209250PE","134.75","674850","-5.05","-3.61","0.71","-0.54","44.50","42.34","44.24","42.08","45.11","42.95","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209300PE","164.65","4132875","-3.45","-2.05","5.48","-1.60","44.81","42.32","44.59","42.09","44.83","42.34","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209350PE","196.45","100500","-4.00","-2.00","0.52","-0.13","46.20","43.33","45.35","42.45","45.24","42.33","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209400PE","232.75","1135800","-1.90","-0.81","2.09","-0.95","46.03","42.63","45.48","42.05","45.98","42.59","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209450PE","271.55","28425","-2.15","-0.79","0.15","-0.05","46.75","42.74","45.61","41.50","46.80","42.79","14 May 2020"
"12-05-2020 02:52","NIFTY14MAY209500PE","313.00","519000","-0.75","-0.24","3.50","-0.22","47.73","42.97","46.80","41.92","47.81","43.06","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY208950PE","30.20","4622250","-6.00","-16.57","1.85","0.31","44.86","43.88","44.72","43.74","44.72","43.74","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209000PE","40.20","42534825","-6.80","-14.47","20.59","5.33","44.44","43.36","44.29","43.22","44.42","43.34","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209050PE","52.70","6038400","-6.40","-10.83","2.35","1.39","44.20","43.01","44.00","42.81","44.24","43.05","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209100PE","68.20","32423925","-6.85","-9.13","12.43","6.63","44.06","42.73","43.96","42.63","44.04","42.71","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209150PE","86.75","4093800","-6.50","-6.97","2.02","0.89","43.95","42.46","43.76","42.27","43.93","42.44","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209200PE","109.00","13499775","-6.15","-5.34","10.80","0.53","43.96","42.27","43.78","42.09","44.00","42.31","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209250PE","135.00","676500","-4.80","-3.43","0.71","-0.54","44.83","42.82","44.53","42.52","44.40","42.39","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209300PE","164.90","4145025","-3.20","-1.90","5.48","-1.60","45.35","43.04","45.01","42.69","44.82","42.50","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209350PE","196.45","100500","-4.00","-2.00","0.52","-0.13","45.48","42.89","44.79","42.18","43.75","41.11","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209400PE","238.75","1136475","4.10","1.75","2.09","-0.95","45.76","42.71","45.14","42.05","46.83","43.82","14 May 2020"
"12-05-2020 02:53","NIFTY14MAY209450PE","271.55","28425","-2.15","-0.79","0.15","-0.05","46.68","43.09","45.53","41.84","44.76","41.01","14 May 2020"
